40,37,108,34,9592,Imie 40,Nazwisko 40,email40@example.com,100006371,14979.92
41,85,165,60,7448,Imie 41,Nazwisko 41,email41@example.com,100016052,11606.77
42,63,71,44,3770,Imie 42,Nazwisko 42,email42@example.com,100027881,4125.95
43,6,139,6,4985,Imie 43,Nazwisko 43,email43@example.com,100001238,11699.42
44,39,138,57,4586,Imie 44,Nazwisko 44,email44@example.com,100031762,5840.05
45,32,113,27,9024,Imie 45,Nazwisko 45,email45@example.com,100028043,11864.59
46,96,54,11,5952,Imie 46,Nazwisko 46,email46@example.com,100011224,23389.97
47,94,199,63,7909,Imie 47,Nazwisko 47,email47@example.com,100007594,16809.50
48,89,19,1,3741,Imie 48,Nazwisko 48,email48@example.com,100004964,13971.47
49,24,3,34,792,Imie 49,Nazwisko 49,email49@example.com,100028995,8448.47
50,4,1,72,1132,Imie 50,Nazwisko 50,email50@example.com,100002984,9655.66
51,81,158,88,2528,Imie 51,Nazwisko 51,email51@example.com,100031572,9289.07
52,52,78,33,4649,Imie 52,Nazwisko 52,email52@example.com,100003516,21984.04
53,22,121,39,7060,Imie 53,Nazwisko 53,email53@example.com,100022982,14381.02
54,48,79,61,7602,Imie 54,Nazwisko 54,email54@example.com,100031613,23777.37
55,89,64,90,968,Imie 55,Nazwisko 55,email55@example.com,100006573,24877.80
56,1,171,39,4605,Imie 56,Nazwisko 56,email56@example.com,100011876,4724.85
57,23,111,51,8266,Imie 57,Nazwisko 57,email57@example.com,100010176,9291.09
58,22,141,74,1561,Imie 58,Nazwisko 58,email58@example.com,100026787,20316.26
59,5,140,39,4892,Imie 59,Nazwisko 59,email59@example.com,100002326,3484.76
60,35,178,55,4792,Imie 60,Nazwisko 60,email60@example.com,100001157,10662.10
61,95,165,97,1219,Imie 61,Nazwisko 61,email61@example.com,100022562,21482.50
62,9,100,94,4317,Imie 62,Nazwisko 62,email62@example.com,100032263,12800.53
63,95,155,56,2992,Imie 63,Nazwisko 63,email63@example.com,100016881,10138.40
64,88,174,43,1570,Imie 64,Nazwisko 64,email64@example.com,100012978,15012.82
65,5,78,93,3839,Imie 65,Nazwisko 65,email65@example.com,100032674,3753.99
66,65,168,99,6573,Imie 66,Nazwisko 66,email66@example.com,100029626,10735.28
67,92,138,45,1726,Imie 67,Nazwisko 67,email67@example.com,100002085,7677.69
68,97,76,11,5459,Imie 68,Nazwisko 68,email68@example.com,100018012,6628.28
69,76,129,95,1439,Imie 69,Nazwisko 69,email69@example.com,100030263,8972.84
70,18,49,84,3820,Imie 70,Nazwisko 70,email70@example.com,100028276,14354.17
71,48,146,78,8849,Imie 71,Nazwisko 71,email71@example.com,100024220,17200.93
72,77,143,88,8473,Imie 72,Nazwisko 72,email72@example.com,100008029,22630.60
73,78,162,96,1803,Imie 73,Nazwisko 73,email73@example.com,100004767,5390.88
74,4,108,65,8818,Imie 74,Nazwisko 74,email74@example.com,100028428,23132.82
75,24,42,57,649,Imie 75,Nazwisko 75,email75@example.com,100002759,6257.00
76,9,86,35,9604,Imie 76,Nazwisko 76,email76@example.com,100026479,20788.26
77,74,96,34,5819,Imie 77,Nazwisko 77,email77@example.com,100030170,13718.34
78,22,89,51,1339,Imie 78,Nazwisko 78,email78@example.com,100020995,14043.98
79,74,113,20,4748,Imie 79,Nazwisko 79,email79@example.com,100010263,10795.04
80,7,186,9,3115,Imie 80,Nazwisko 80,email80@example.com,100006580,7654.87
81,40,87,46,3520,Imie 81,Nazwisko 81,email81@example.com,100026286,15940.03
82,73,164,10,4372,Imie 82,Nazwisko 82,email82@example.com,100024312,21567.09
83,50,142,30,5074,Imie 83,Nazwisko 83,email83@example.com,100019331,6856.56
84,37,130,58,6679,Imie 84,Nazwisko 84,email84@example.com,100006702,4448.23
85,61,69,79,1211,Imie 85,Nazwisko 85,email85@example.com,100015652,9889.31
86,56,62,32,1443,Imie 86,Nazwisko 86,email86@example.com,100026675,11442.95
87,9,90,72,7766,Imie 87,Nazwisko 87,email87@example.com,100014087,16022.61
88,100,57,61,7861,Imie 88,Nazwisko 88,email88@example.com,100023878,4687.25
89,86,182,54,787,Imie 89,Nazwisko 89,email89@example.com,100024071,11569.17
90,12,163,22,3326,Imie 90,Nazwisko 90,email90@example.com,100031261,10186.07
91,88,19,64,4345,Imie 91,Nazwisko 91,email91@example.com,100007457,4606.68
92,52,84,69,7686,Imie 92,Nazwisko 92,email92@example.com,100008007,11570.51
93,40,26,10,2737,Imie 93,Nazwisko 93,email93@example.com,100018026,5218.33
94,40,19,84,3553,Imie 94,Nazwisko 94,email94@example.com,100006852,6338.24
95,92,129,83,3664,Imie 95,Nazwisko 95,email95@example.com,100029779,16604.72
96,5,79,99,848,Imie 96,Nazwisko 96,email96@example.com,100011234,23109.99
97,43,52,60,7045,Imie 97,Nazwisko 97,email97@example.com,100010017,17134.46
98,31,180,43,2699,Imie 98,Nazwisko 98,email98@example.com,100006490,19479.02
99,65,154,68,2644,Imie 99,Nazwisko 99,email99@example.com,100023206,12384.93
100,69,39,84,9165,Imie 100,Nazwisko 100,email100@example.com,100013739,9015.14
101,82,43,54,1617,Imie 101,Nazwisko 101,email101@example.com,100004164,5243.84
102,83,68,54,8239,Imie 102,Nazwisko 102,email102@example.com,100028085,6981.44
103,4,112,100,879,Imie 103,Nazwisko 103,email103@example.com,100002340,7135.87
104,91,95,46,5513,Imie 104,Nazwisko 104,email104@example.com,100015768,11327.46
105,43,122,34,9674,Imie 105,Nazwisko 105,email105@example.com,100011442,4422.71
106,19,162,10,2565,Imie 106,Nazwisko 106,email106@example.com,100010190,4523.42
107,56,127,3,8500,Imie 107,Nazwisko 107,email107@example.com,100022363,3061.77
108,44,182,65,8246,Imie 108,Nazwisko 108,email108@example.com,100002694,16798.76
109,25,74,86,8077,Imie 109,Nazwisko 109,email109@example.com,100003466,21565.75
110,62,164,51,7193,Imie 110,Nazwisko 110,email110@example.com,100028484,16340.86
111,15,178,40,37,Imie 111,Nazwisko 111,email111@example.com,100020191,23329.54
112,27,29,25,9481,Imie 112,Nazwisko 112,email112@example.com,100012470,19026.49
113,56,30,52,9510,Imie 113,Nazwisko 113,email113@example.com,100001457,10405.62
114,44,144,24,2808,Imie 114,Nazwisko 114,email114@example.com,100004823,7237.92
115,83,134,15,476,Imie 115,Nazwisko 115,email115@example.com,100020167,5758.14
116,16,124,4,3244,Imie 116,Nazwisko 116,email116@example.com,100010570,6336.22
117,93,148,5,8552,Imie 117,Nazwisko 117,email117@example.com,100005457,14088.29
118,15,93,52,8904,Imie 118,Nazwisko 118,email118@example.com,100010224,18346.35
119,38,139,24,4549,Imie 119,Nazwisko 119,email119@example.com,100016172,18271.83
120,50,163,39,4716,Imie 120,Nazwisko 120,email120@example.com,100031179,7417.19
121,1,104,60,8665,Imie 121,Nazwisko 121,email121@example.com,100025943,13487.38
122,64,169,53,5407,Imie 122,Nazwisko 122,email122@example.com,100014870,10629.87
123,63,136,11,7136,Imie 123,Nazwisko 123,email123@example.com,100021679,4087.68
124,42,179,11,6571,Imie 124,Nazwisko 124,email124@example.com,100027556,18699.51
125,17,50,2,293,Imie 125,Nazwisko 125,email125@example.com,100021234,9278.33
126,89,99,35,8185,Imie 126,Nazwisko 126,email126@example.com,100002680,8144.99
127,84,174,83,1826,Imie 127,Nazwisko 127,email127@example.com,100025586,24669.00
128,32,69,68,878,Imie 128,Nazwisko 128,email128@example.com,100021414,11490.62
129,77,164,85,2825,Imie 129,Nazwisko 129,email129@example.com,100002840,7756.92
130,52,184,72,3957,Imie 130,Nazwisko 130,email130@example.com,100024424,13047.61
131,30,89,58,3347,Imie 131,Nazwisko 131,email131@example.com,100017692,10411.66
132,76,191,39,861,Imie 132,Nazwisko 132,email132@example.com,100027012,18857.97
133,48,111,64,264,Imie 133,Nazwisko 133,email133@example.com,100013826,20410.26
134,35,65,55,2294,Imie 134,Nazwisko 134,email134@example.com,100025564,22349.28
135,21,76,65,6639,Imie 135,Nazwisko 135,email135@example.com,100018264,9098.39
136,60,53,77,9304,Imie 136,Nazwisko 136,email136@example.com,100012118,16262.31
137,72,70,3,9688,Imie 137,Nazwisko 137,email137@example.com,100012973,11236.15
138,48,17,31,5956,Imie 138,Nazwisko 138,email138@example.com,100005870,14428.02
139,55,124,59,5783,Imie 139,Nazwisko 139,email139@example.com,100013396,8087.25
140,58,156,31,2958,Imie 140,Nazwisko 140,email140@example.com,100026904,13937.22
141,92,128,77,4659,Imie 141,Nazwisko 141,email141@example.com,100025178,11815.58
142,52,137,44,3850,Imie 142,Nazwisko 142,email142@example.com,100019290,15284.07
143,84,179,37,9567,Imie 143,Nazwisko 143,email143@example.com,100025540,12260.05
144,29,182,50,3606,Imie 144,Nazwisko 144,email144@example.com,100009258,9026.55
145,96,136,8,2328,Imie 145,Nazwisko 145,email145@example.com,100001037,8130.89
146,54,101,63,9560,Imie 146,Nazwisko 146,email146@example.com,100014085,24548.81
147,69,173,85,7536,Imie 147,Nazwisko 147,email147@example.com,100024287,3716.39
148,33,67,51,8968,Imie 148,Nazwisko 148,email148@example.com,100020176,17463.45
149,86,118,74,2889,Imie 149,Nazwisko 149,email149@example.com,100008207,17137.15
150,23,79,83,6960,Imie 150,Nazwisko 150,email150@example.com,100004722,21240.79
151,75,107,54,9285,Imie 151,Nazwisko 151,email151@example.com,100005086,3222.24
152,21,172,2,6419,Imie 152,Nazwisko 152,email152@example.com,100024497,9604.63
153,88,61,52,5949,Imie 153,Nazwisko 153,email153@example.com,100000878,23080.45
154,42,137,49,6939,Imie 154,Nazwisko 154,email154@example.com,100018509,5276.07
155,47,149,52,1472,Imie 155,Nazwisko 155,email155@example.com,100006530,13400.10
156,79,15,57,6551,Imie 156,Nazwisko 156,email156@example.com,100003418,13614.95
157,23,109,20,5406,Imie 157,Nazwisko 157,email157@example.com,100019322,15572.77
158,84,125,73,1204,Imie 158,Nazwisko 158,email158@example.com,100013538,8725.76
159,37,66,62,8693,Imie 159,Nazwisko 159,email159@example.com,100000653,19677.76
160,73,72,4,3386,Imie 160,Nazwisko 160,email160@example.com,100005563,12595.75
161,56,112,49,170,Imie 161,Nazwisko 161,email161@example.com,100000328,19407.18
162,55,167,61,9962,Imie 162,Nazwisko 162,email162@example.com,100030117,10819.21
163,36,112,17,2523,Imie 163,Nazwisko 163,email163@example.com,100016710,4981.99
164,52,165,9,6133,Imie 164,Nazwisko 164,email164@example.com,100005543,9473.04
165,2,119,99,4916,Imie 165,Nazwisko 165,email165@example.com,100017713,6131.44
166,28,135,77,1152,Imie 166,Nazwisko 166,email166@example.com,100018602,20709.71
167,90,160,9,592,Imie 167,Nazwisko 167,email167@example.com,100006904,22187.48
168,15,120,100,6518,Imie 168,Nazwisko 168,email168@example.com,100028758,17625.93
169,41,45,10,1314,Imie 169,Nazwisko 169,email169@example.com,100002641,17367.44
170,47,169,65,3549,Imie 170,Nazwisko 170,email170@example.com,100031788,19974.52
171,30,145,25,7204,Imie 171,Nazwisko 171,email171@example.com,100011121,16304.61
172,14,14,65,4270,Imie 172,Nazwisko 172,email172@example.com,100018148,21271.68
173,32,88,46,8046,Imie 173,Nazwisko 173,email173@example.com,100025098,15880.95
174,80,79,80,4191,Imie 174,Nazwisko 174,email174@example.com,100028168,6877.38
175,73,50,45,9978,Imie 175,Nazwisko 175,email175@example.com,100030853,12433.94
176,73,196,67,8178,Imie 176,Nazwisko 176,email176@example.com,100032720,15597.61
177,29,93,19,1928,Imie 177,Nazwisko 177,email177@example.com,100022401,14401.84
178,54,116,89,2434,Imie 178,Nazwisko 178,email178@example.com,100006976,10376.75
179,42,115,6,7597,Imie 179,Nazwisko 179,email179@example.com,100005515,9454.91
180,13,183,93,396,Imie 180,Nazwisko 180,email180@example.com,100024192,16645.68
181,90,91,84,9952,Imie 181,Nazwisko 181,email181@example.com,100023326,20196.08
182,62,33,71,7276,Imie 182,Nazwisko 182,email182@example.com,100016251,7880.46
183,4,107,22,4631,Imie 183,Nazwisko 183,email183@example.com,100022237,19472.98
184,39,145,61,601,Imie 184,Nazwisko 184,email184@example.com,100010938,18942.56
185,80,53,30,302,Imie 185,Nazwisko 185,email185@example.com,100015886,15383.43
186,63,122,33,675,Imie 186,Nazwisko 186,email186@example.com,100001154,10754.75
187,70,25,47,4713,Imie 187,Nazwisko 187,email187@example.com,100005466,11015.93
188,83,129,36,9114,Imie 188,Nazwisko 188,email188@example.com,100026667,10883.66
189,4,59,28,8748,Imie 189,Nazwisko 189,email189@example.com,100015810,17010.93
190,37,23,8,9218,Imie 190,Nazwisko 190,email190@example.com,100016835,9583.82
191,62,197,75,9096,Imie 191,Nazwisko 191,email191@example.com,100000485,19979.22
192,48,129,49,9254,Imie 192,Nazwisko 192,email192@example.com,100007651,3868.13
193,6,39,78,2761,Imie 193,Nazwisko 193,email193@example.com,100008048,18869.38
194,84,62,97,1178,Imie 194,Nazwisko 194,email194@example.com,100019407,21174.32
195,73,101,67,5245,Imie 195,Nazwisko 195,email195@example.com,100002276,10318.34
196,47,40,19,6948,Imie 196,Nazwisko 196,email196@example.com,100011732,9176.95
197,57,170,57,3958,Imie 197,Nazwisko 197,email197@example.com,100023439,13067.75
198,72,118,23,7437,Imie 198,Nazwisko 198,email198@example.com,100021470,17317.09
199,56,67,82,2514,Imie 199,Nazwisko 199,email199@example.com,100017860,12499.07
200,40,183,19,2980,Imie 200,Nazwisko 200,email200@example.com,100015448,6610.16
201,75,175,47,8714,Imie 201,Nazwisko 201,email201@example.com,100022877,3350.47
202,21,171,95,9058,Imie 202,Nazwisko 202,email202@example.com,100022344,21291.82
203,6,148,17,2777,Imie 203,Nazwisko 203,email203@example.com,100001651,11687.34
204,24,87,56,4629,Imie 204,Nazwisko 204,email204@example.com,100010154,14867.12
205,16,4,50,8799,Imie 205,Nazwisko 205,email205@example.com,100014939,10169.29
206,83,46,93,8550,Imie 206,Nazwisko 206,email206@example.com,100007947,20126.26
207,86,9,7,4295,Imie 207,Nazwisko 207,email207@example.com,100024291,3699.61
208,4,103,72,1197,Imie 208,Nazwisko 208,email208@example.com,100003945,21681.23
209,9,6,71,7413,Imie 209,Nazwisko 209,email209@example.com,100013773,23502.76
210,45,116,21,88,Imie 210,Nazwisko 210,email210@example.com,100020298,22603.08
211,56,168,53,6691,Imie 211,Nazwisko 211,email211@example.com,100019595,20694.94
212,67,176,80,7687,Imie 212,Nazwisko 212,email212@example.com,100027675,15700.34
213,75,92,25,780,Imie 213,Nazwisko 213,email213@example.com,100001084,13424.94
214,67,93,79,5130,Imie 214,Nazwisko 214,email214@example.com,100001738,21019.90
215,93,170,41,8554,Imie 215,Nazwisko 215,email215@example.com,100027111,16620.84
216,11,27,44,1278,Imie 216,Nazwisko 216,email216@example.com,100013990,10120.94
217,92,129,78,5773,Imie 217,Nazwisko 217,email217@example.com,100023286,20431.75
218,22,164,85,213,Imie 218,Nazwisko 218,email218@example.com,100003701,10693.66
219,50,84,36,604,Imie 219,Nazwisko 219,email219@example.com,100012789,8408.86
220,92,72,54,4901,Imie 220,Nazwisko 220,email220@example.com,100008150,14072.85
221,62,172,11,4608,Imie 221,Nazwisko 221,email221@example.com,100030603,17503.07
222,45,43,96,2452,Imie 222,Nazwisko 222,email222@example.com,100006361,23223.46
223,60,176,62,4254,Imie 223,Nazwisko 223,email223@example.com,100021432,10921.26
224,58,199,95,4673,Imie 224,Nazwisko 224,email224@example.com,100022492,17748.13
225,9,42,22,6820,Imie 225,Nazwisko 225,email225@example.com,100015184,5929.35
226,32,94,23,4453,Imie 226,Nazwisko 226,email226@example.com,100004520,19491.10
227,23,58,11,199,Imie 227,Nazwisko 227,email227@example.com,100005559,7643.45
228,64,184,6,8891,Imie 228,Nazwisko 228,email228@example.com,100026060,13285.96
229,4,48,81,6620,Imie 229,Nazwisko 229,email229@example.com,100022238,14879.88
230,59,174,13,6317,Imie 230,Nazwisko 230,email230@example.com,100032056,16426.13
231,41,22,86,1334,Imie 231,Nazwisko 231,email231@example.com,100018813,23132.15
232,99,117,86,897,Imie 232,Nazwisko 232,email232@example.com,100003868,7405.77
233,49,164,90,5823,Imie 233,Nazwisko 233,email233@example.com,100001425,4722.16
234,61,86,25,4275,Imie 234,Nazwisko 234,email234@example.com,100026626,7509.17
235,90,47,36,4441,Imie 235,Nazwisko 235,email235@example.com,100020248,11207.95
236,53,52,67,7331,Imie 236,Nazwisko 236,email236@example.com,100020266,3790.92
237,68,139,95,4933,Imie 237,Nazwisko 237,email237@example.com,100022795,4092.38
238,48,111,99,2577,Imie 238,Nazwisko 238,email238@example.com,100026149,7031.80
239,44,192,92,4693,Imie 239,Nazwisko 239,email239@example.com,100010396,20905.09
240,48,88,17,8120,Imie 240,Nazwisko 240,email240@example.com,100024244,21217.96
241,74,26,38,8735,Imie 241,Nazwisko 241,email241@example.com,100005297,18718.31
242,77,13,20,2025,Imie 242,Nazwisko 242,email242@example.com,100008930,20104.77
243,82,157,90,4466,Imie 243,Nazwisko 243,email243@example.com,100007584,24160.07
244,51,39,7,1849,Imie 244,Nazwisko 244,email244@example.com,100019295,15442.52
245,28,64,65,2798,Imie 245,Nazwisko 245,email245@example.com,100006443,19984.59
246,87,41,20,3884,Imie 246,Nazwisko 246,email246@example.com,100000031,4411.30
247,95,176,34,942,Imie 247,Nazwisko 247,email247@example.com,100028350,21263.62
248,94,115,64,6083,Imie 248,Nazwisko 248,email248@example.com,100007987,12832.76
249,60,56,64,5560,Imie 249,Nazwisko 249,email249@example.com,100024550,13259.10
250,67,24,65,3843,Imie 250,Nazwisko 250,email250@example.com,100017895,21722.19
251,86,30,12,6504,Imie 251,Nazwisko 251,email251@example.com,100006421,6050.87
252,28,148,5,2631,Imie 252,Nazwisko 252,email252@example.com,100006172,15748.01
253,76,73,100,888,Imie 253,Nazwisko 253,email253@example.com,100001684,9959.14
254,19,49,79,280,Imie 254,Nazwisko 254,email254@example.com,100025062,7147.28
255,74,129,80,1764,Imie 255,Nazwisko 255,email255@example.com,100010696,10850.76
256,90,90,48,523,Imie 256,Nazwisko 256,email256@example.com,100028521,9677.14
257,60,199,76,8797,Imie 257,Nazwisko 257,email257@example.com,100027304,13372.57
258,41,96,24,7484,Imie 258,Nazwisko 258,email258@example.com,100014063,14147.37
259,14,31,69,5227,Imie 259,Nazwisko 259,email259@example.com,100008574,11179.08
260,51,109,93,1161,Imie 260,Nazwisko 260,email260@example.com,100012622,6116.00
261,55,90,99,1288,Imie 261,Nazwisko 261,email261@example.com,100021725,18227.52
262,27,15,19,7648,Imie 262,Nazwisko 262,email262@example.com,100031864,11289.19
263,91,127,72,7898,Imie 263,Nazwisko 263,email263@example.com,100026594,20183.32
264,72,39,74,6093,Imie 264,Nazwisko 264,email264@example.com,100009315,11205.27
265,55,108,64,4033,Imie 265,Nazwisko 265,email265@example.com,100013486,24016.39
266,4,66,8,142,Imie 266,Nazwisko 266,email266@example.com,100011803,22756.16
267,7,169,97,7745,Imie 267,Nazwisko 267,email267@example.com,100020258,20839.96
268,80,135,86,4825,Imie 268,Nazwisko 268,email268@example.com,100016676,8108.74
269,60,174,71,7009,Imie 269,Nazwisko 269,email269@example.com,100027612,18060.34
270,79,193,32,1072,Imie 270,Nazwisko 270,email270@example.com,100002837,18600.82
271,22,45,42,1428,Imie 271,Nazwisko 271,email271@example.com,100010098,21896.76
272,51,118,67,6946,Imie 272,Nazwisko 272,email272@example.com,100014705,19149.36
273,79,193,7,2230,Imie 273,Nazwisko 273,email273@example.com,100010734,16334.15
274,20,136,35,2437,Imie 274,Nazwisko 274,email274@example.com,100009672,16761.16
275,73,121,29,1419,Imie 275,Nazwisko 275,email275@example.com,100025225,17572.89
276,41,11,54,274,Imie 276,Nazwisko 276,email276@example.com,100004110,5689.66
277,49,103,90,8116,Imie 277,Nazwisko 277,email277@example.com,100022442,8034.88
278,20,16,88,1585,Imie 278,Nazwisko 278,email278@example.com,100000827,22810.54
279,9,53,13,2531,Imie 279,Nazwisko 279,email279@example.com,100018209,4998.11
280,26,24,48,6262,Imie 280,Nazwisko 280,email280@example.com,100016419,23767.97
281,64,18,5,945,Imie 281,Nazwisko 281,email281@example.com,100004767,23903.59
282,62,173,82,5164,Imie 282,Nazwisko 282,email282@example.com,100019095,5468.76
283,59,48,82,621,Imie 283,Nazwisko 283,email283@example.com,100013433,15414.99
284,62,109,33,2944,Imie 284,Nazwisko 284,email284@example.com,100029883,19475.66
285,78,33,7,4646,Imie 285,Nazwisko 285,email285@example.com,100014493,20290.75
286,87,119,15,160,Imie 286,Nazwisko 286,email286@example.com,100001193,17861.60
287,36,34,32,76,Imie 287,Nazwisko 287,email287@example.com,100030164,5116.28
288,80,162,98,5765,Imie 288,Nazwisko 288,email288@example.com,100020551,12096.22
289,4,40,52,4915,Imie 289,Nazwisko 289,email289@example.com,100000825,18983.52
290,73,91,78,2653,Imie 290,Nazwisko 290,email290@example.com,100027493,24523.97
291,88,50,14,9017,Imie 291,Nazwisko 291,email291@example.com,100009721,24149.33
292,77,48,85,2110,Imie 292,Nazwisko 292,email292@example.com,100017434,4984.68
293,2,79,56,2730,Imie 293,Nazwisko 293,email293@example.com,100013132,18771.36
294,38,66,62,9367,Imie 294,Nazwisko 294,email294@example.com,100018783,6161.66
295,65,72,9,8368,Imie 295,Nazwisko 295,email295@example.com,100008883,24751.58
296,28,23,66,5240,Imie 296,Nazwisko 296,email296@example.com,100030700,20199.44
297,34,112,80,5584,Imie 297,Nazwisko 297,email297@example.com,100019570,8768.06
298,72,175,43,3989,Imie 298,Nazwisko 298,email298@example.com,100026962,12160.01
299,27,58,32,9091,Imie 299,Nazwisko 299,email299@example.com,100004176,13553.85
300,1,14,45,7637,Imie 300,Nazwisko 300,email300@example.com,100016729,14887.94
301,16,139,85,273,Imie 301,Nazwisko 301,email301@example.com,100024718,17482.25
302,96,68,42,2449,Imie 302,Nazwisko 302,email302@example.com,100005531,6835.75
303,72,106,59,3908,Imie 303,Nazwisko 303,email303@example.com,100027940,19523.33
304,9,9,37,3131,Imie 304,Nazwisko 304,email304@example.com,100011105,9417.31
305,29,28,83,5083,Imie 305,Nazwisko 305,email305@example.com,100027458,21636.25
306,93,195,31,829,Imie 306,Nazwisko 306,email306@example.com,100010173,15451.92
307,63,84,99,7197,Imie 307,Nazwisko 307,email307@example.com,100013574,9654.99
308,98,180,54,6739,Imie 308,Nazwisko 308,email308@example.com,100003560,9258.19
309,59,17,2,1392,Imie 309,Nazwisko 309,email309@example.com,100015738,22736.69
310,84,31,65,1594,Imie 310,Nazwisko 310,email310@example.com,100010205,19970.49
311,19,50,39,3210,Imie 311,Nazwisko 311,email311@example.com,100005328,16423.44
312,33,147,8,2217,Imie 312,Nazwisko 312,email312@example.com,100013621,6618.21
313,73,79,100,2359,Imie 313,Nazwisko 313,email313@example.com,100030944,5396.92
314,56,171,99,6928,Imie 314,Nazwisko 314,email314@example.com,100031813,22563.46
315,36,41,70,3083,Imie 315,Nazwisko 315,email315@example.com,100011745,14973.20
316,14,155,96,4561,Imie 316,Nazwisko 316,email316@example.com,100006517,17822.66
317,49,108,68,1018,Imie 317,Nazwisko 317,email317@example.com,100007014,19405.84
318,61,119,15,7003,Imie 318,Nazwisko 318,email318@example.com,100010467,12868.34
319,26,115,42,9557,Imie 319,Nazwisko 319,email319@example.com,100027036,12065.34
320,49,56,20,8510,Imie 320,Nazwisko 320,email320@example.com,100009784,24448.77
321,71,76,83,8855,Imie 321,Nazwisko 321,email321@example.com,100006850,11547.01
322,72,48,4,4891,Imie 322,Nazwisko 322,email322@example.com,100007880,14998.05
323,43,133,29,9407,Imie 323,Nazwisko 323,email323@example.com,100023784,16775.26
324,24,183,4,3706,Imie 324,Nazwisko 324,email324@example.com,100004592,16207.25
325,90,151,11,3792,Imie 325,Nazwisko 325,email325@example.com,100004075,23171.09
326,63,38,13,5793,Imie 326,Nazwisko 326,email326@example.com,100007084,16297.89
327,71,128,15,8055,Imie 327,Nazwisko 327,email327@example.com,100015280,24933.53
328,46,156,66,6931,Imie 328,Nazwisko 328,email328@example.com,100017783,3579.42
329,44,135,94,3565,Imie 329,Nazwisko 329,email329@example.com,100029343,5513.08
330,7,62,18,1223,Imie 330,Nazwisko 330,email330@example.com,100006503,19850.98
331,12,11,57,4029,Imie 331,Nazwisko 331,email331@example.com,100023651,17324.47
332,96,51,97,8217,Imie 332,Nazwisko 332,email332@example.com,100021384,22194.19
333,9,84,62,823,Imie 333,Nazwisko 333,email333@example.com,100025823,22769.59
334,3,56,28,4278,Imie 334,Nazwisko 334,email334@example.com,100019832,22740.71
